att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,Class
-0.6878240508029057,-2.8933899390525846,-0.17766849190956463,1.2018356949636237,0.747398476110977,1.7015252208579974,-0.2745084061326365,1.1771013721363301,1.0908455154326897,0.5042122626779642,Pastry
-1.9927728606880266,-1.711029758906037,-0.38850805324662485,-0.6468776070624365,-0.6222631513784329,0.1101784908074956,0.23976623169360725,1.3649793782447428,0.35107148848048175,-0.9345918274199528,Pastry
-2.742582050463703,-0.9980263216936764,0.29204317294058985,-0.8771168341365861,0.05700508227925446,-0.0992045670559994,0.2126681889030653,1.084676117765674,0.29801439876599883,-1.456796291671476,Pastry
-1.694079944540128,-2.639170104280069,1.5545074151418712,0.6792522429890059,0.22096243057239606,-1.0265536903329533,2.1583416534410778,0.8306891130507095,0.7954784834030295,-1.3729846500337552,Pastry
1.140432266997293,-4.110812598045689,0.5177534563414189,0.5479314080765502,0.11428501657320138,-2.236095119129506,0.3590513169984876,-0.2877500102758407,1.4184311456053067,0.014985339220997946,Pastry
0.11620306466643071,-2.39866193778143,0.7093520906235302,1.1435151936263734,-0.31756226187998193,0.14436124576315607,-0.7784859002795129,-0.359909826531565,1.4006652098286931,-1.834988891636399,Pastry
3.194056866458801,-2.333505729010369,4.175880887427115,-0.6105808101256432,-1.0759358358025084,-1.462327341751387,-1.9318793083283727,3.55752200068624,1.1960169858633853,-0.4117002655262202,Pastry
-1.9582972623435075,0.4308464472871618,3.1012484445199995,0.4032533806959642,-0.3152288989900898,0.5320076093452585,-0.4812569123430003,2.4609419843990294,0.6585774508264507,1.1336355102815485,Pastry
-1.2129010875716253,-1.0508171599819254,0.7763345521798781,0.2960784873850248,0.8623696459224316,0.8009576625882339,-1.0617990951505416,2.22482934297571,0.8871819813290832,-0.14566506724733136,Pastry
1.1743215257707351,-3.010675282556055,1.335631943069292,1.491350999915756,-0.5887087070596368,-0.059394940797072485,-0.15121733044674826,2.3158061375973022,0.8066173795785233,0.41987600482061993,Pastry
-0.5971189904501681,-1.5566405202523044,0.7976810257329674,0.9609666007631118,0.13299823452568646,0.9130799674483836,-0.5903536921694464,2.4796983119867395,1.5317387504564703,0.418271396062711,Pastry
-0.3719117174703777,-2.9816279136385972,1.365965124091674,1.1880873323409906,0.057870937612192655,-1.0503486648104514,1.0215349548338526,1.2440879987783062,-0.17544251805340316,-0.8615609861327661,Pastry
-0.5287769423004111,-1.3026351935822467,2.1120877889177514,1.284275711618622,-0.25919415727078604,0.568250833155917,-0.6132193416405523,2.646140550121506,1.4958705182293421,0.8334261619494848,Pastry
-0.8537524224664295,-3.4277944045592714,0.0007136072843194343,0.602991581604308,0.9135303412455431,-0.06738443597363675,-0.32877229685203657,1.626701544572535,1.206017322558921,-1.6253013479149203,Pastry
0.002113405120996636,-2.900019939496337,0.19183211712813303,0.8143390286003921,0.7335618447341464,-0.1303544344640405,-0.7603106080241773,2.0619121565866467,0.9881094668546305,-1.1282303950784032,Pastry
0.3220338719279562,-3.3386966906246474,1.0090557321881222,0.6475151661970704,-0.031950226601471204,-1.4397392846899344,-0.08240329009797395,1.8782767811090997,0.3149078288019519,-1.7049870619364356,Pastry
2.763681283481918,-3.508500506747036,1.0682209545566401,0.919691433332632,-0.10925159181366985,-0.3650165668030653,-0.45545674336956865,2.303518296769548,0.4664044403981522,-0.05792785898825836,Pastry
0.43238825547181775,-2.7216324881923533,1.0353207193849574,1.6015831421157773,-0.3302688058621371,0.08653923685003276,0.3875191144982634,1.8816626913286696,0.3851605417236858,0.4754878507819285,Pastry
-1.7165901077767218,-1.47203491510062,0.5575642193758643,0.6254823245121618,0.4823229759609915,1.7031726054551446,-0.01570544441961974,1.9259107242414943,1.5393464654207738,0.7519985540625568,Pastry
-2.16087927133558,-1.6318110666858254,1.0687385014247073,-0.6696604610449964,1.4271713453402113,-2.3079001894510442,-0.12192423144281601,1.1074418034827862,0.9389067476213356,1.3090013026330145,Pastry
